#sourcename, flux, flux_err, ra, dec, ra_err, dec_err, bmaj, bmin, pos_angle, rms
SERPS_upper.S4 7.82271872254e-05 7.49940070416e-06 -82.4800223968 -2.0094651688 0.149758619648 0.122721036449 3.11153594403 2.93217057817 18.3316052647 3.00388892356e-05
SERPS_upper.S5 0.000108133640384 2.13507402718e-05 -82.4892894823 -2.01343293621 0.308443142064 0.252756483523 6.44553809011 2.63166932106 76.7086596349 3.00388892356e-05
SERPS_upper.S6 0.000906148706888 2.74569768418e-05 -82.4936066544 -2.01432321176 0.0473343310194 0.0387885396911 4.51927475164 3.12494328803 23.6962006568 3.00388892356e-05
SERPS_upper.S7 3.52910786643e-05 5.26196443379e-06 -82.4723832521 -2.02466230998 0.232919560882 0.190868011389 2.36251817546 2.0981189222 51.7733470831 3.00388892356e-05
SERPS_upper.S8 6.58738438916e-05 5.90265644861e-06 -82.4757903947 -2.02915857856 0.13997726473 0.114705617929 4.10479297015 2.50183018284 63.2505424287 3.00388892356e-05
SERPS_upper.S9 2.29510886245e-05 5.48414913038e-06 -82.4905722504 -2.03312561054 0.373275060378 0.30588357717 3.51387429252 1.79737623384 20.3152508974 3.00388892356e-05
SERPS_upper.S10 0.00011666713398 2.42394351895e-05 -82.4879191145 -2.04107729897 0.32456146548 0.435503936181 8.84530252201 4.13182712636 166.08345163 3.00388892356e-05
SERPS_upper.S11 0.000257757631047 2.24863919562e-05 -82.4875625062 -2.04258439067 0.136279718451 0.129896693176 9.40069183319 4.18619754939 162.611831806 3.00388892356e-05
SERPS_upper.S12 0.000273854565362 2.99818331336e-05 -82.4875910065 -2.0425221171 0.171025631116 0.250073036713 10.2514934522 3.93964678637 157.819542806 3.00388892356e-05
SERPS_upper.S13 5.20062560906e-05 6.94927856538e-06 -82.4860563254 -2.04609646266 0.208740692379 0.171054421962 3.93349387221 2.43918707427 12.9796025848 3.00388892356e-05
SERPS_upper.S14 5.96069017844e-05 8.50908319588e-06 -82.4830655089 -2.05043906727 0.223002240286 0.182741174581 4.45028888133 3.01083461351 154.194342368 3.00388892356e-05
SERPS_upper.S15 0.000215086851131 7.25819003768e-06 -82.4852671579 -2.05234928018 0.0527153948325 0.0431981004221 3.30096129097 2.44014837879 13.6459946951 3.00388892356e-05
SERPS_upper.S16 181.288073665 60.3656257823 -83.1844305387 -1.55384663026 823.036423575 586.931079635 1270.63859695 2.527099221 125.488918232 3.00388892356e-05
SERPS_upper.S17 4.42333598961e-05 5.46600654451e-06 -82.4809239331 -2.05385669938 0.193038185416 0.158186862593 3.42783189207 2.59938494508 45.6166077092 3.00388892356e-05
SERPS_upper.S18 4.68218934109e-05 5.41024458422e-06 -82.4864714802 -2.05737354252 0.18050570115 0.147917006594 3.20379662755 1.99213149467 39.900311287 3.00388892356e-05
SERPS_upper.S19 0.000142118087153 5.12856450991e-06 -82.4945195065 -2.06191328312 0.0563727790484 0.0461951765351 2.9479166311 2.53374907168 12.1157059168 3.00388892356e-05
SERPS_upper.S20 6.20744746084e-05 1.3088650008e-05 -82.5000317772 -2.06623941584 0.329385735791 0.269918078723 6.03096391045 2.26253585864 76.6529019763 3.00388892356e-05
SERPS_upper.S21 0.00014791309303 8.71640126205e-06 -82.4608629797 -2.06910152316 0.0920563191356 0.0754363716927 3.41430799218 2.54965584877 169.374086324 3.00388892356e-05
