#RA, Dec, Flux_4.5GHz (mJy), Flux_4.5_Err, Flux_7.5GHz (mJy), Flux_7.5_Err, Spix, Spix_Err
246.841541667	24.4944444444	0.147	0.024	0.132	0.016	-0.22	0.43
246.850791667	24.4916111111	0.152	0.017	0.152	0.019	-0.0	0.37
246.862083333	24.6807777778	1.87	0.06	1.53	0.05	-0.41	0.17
246.864	24.5213333333	0.176	0.02	0.126	0.015	-0.68	0.36
246.866666667	24.6593611111	0.35	0.022	0.396	0.03	0.25	0.24
246.871791667	24.2986944444	3.9	0.06	2.33	0.06	-1.04	0.15
246.878416667	24.7908888889	0.844	0.016	0.487	0.065	-1.11	0.31
246.879375	24.5676111111	0.164	0.022	0.358	0.029	1.58	0.35
246.879958333	24.4760555556	0.187	0.009	0.105	0.005	-1.17	0.2
246.886166667	24.5568055556	0.184	0.019	0.2	0.015	0.17	0.29
246.893958333	24.3390833333	1.18	0.03	0.672	0.025	-1.14	0.17
246.896375	24.44	0.348	0.012	0.172	0.019	-1.42	0.27
246.909166667	24.4418055556	0.273	0.013	0.198	0.017	-0.65	0.24
246.91425	24.6543888889	0.072	0.015	0.125	0.015	1.11	0.51
246.922875	24.5937777778	0.143	0.015	0.102	0.013	-0.68	0.36
246.957708333	24.4279166667	8.0	0.1	8.51	0.27	0.12	0.16
246.964041667	24.464	0.286	0.023	0.127	0.015	-1.64	0.32
246.966208333	24.7750277778	0.769	0.042	0.661	0.037	-0.31	0.21
246.967	24.6806944444	1.67	0.05	2.21	0.07	0.57	0.17
246.967916667	24.4916388889	0.087	0.014	0.105	0.017	0.38	0.48
246.971166667	24.4750833333	0.234	0.021	0.174	0.029	-0.6	0.41
246.990875	24.6671944444	0.314	0.013	0.262	0.013	-0.37	0.19
246.996208333	24.3738611111	0.243	0.032	0.134	0.022	-1.2	0.45
246.999791667	24.8054166667	1.96	0.14	2.64	0.21	0.6	0.26
247.019375	24.5823888889	0.266	0.029	0.16	0.024	-1.03	0.4
247.615375	24.5500555556	0.24	0.029	0.202	0.02	-0.35	0.35
247.62925	24.5328333333	0.282	0.056	0.191	0.025	-0.79	0.5
247.634416667	24.5244166667	0.788	0.022	0.922	0.06	0.32	0.2
247.638583333	24.51075	0.169	0.028	0.22	0.075	0.53	0.78
247.640166667	24.5886111111	0.132	0.019	0.151	0.016	0.27	0.39
247.646708333	24.5716111111	0.194	0.027	0.133	0.015	-0.76	0.39
247.648458333	24.5719166667	1.03	0.04	1.07	0.03	0.08	0.18
247.651083333	24.5264722222	0.74	0.019	0.566	0.031	-0.54	0.19
247.653875	24.2263611111	0.68	0.044	0.45	0.023	-0.83	0.22
247.657708333	24.2016666667	1.41	0.03	0.807	0.021	-1.13	0.16
247.74175	24.5781388889	0.343	0.038	0.378	0.064	0.2	0.43
247.790125	24.4318611111	1.07	0.03	0.964	0.075	-0.21	0.22
247.790791667	24.5023333333	1.49	0.02	0.581	0.035	-1.9	0.19
247.803958333	24.4562777778	0.413	0.028	0.199	0.017	-1.48	0.26
247.812541667	24.5455277778	0.82	0.046	0.631	0.036	-0.53	0.22
247.813541667	24.5538333333	0.21	0.021	0.175	0.019	-0.37	0.33
247.815625	24.5674444444	0.457	0.03	0.482	0.028	0.11	0.23
247.833916667	24.49125	9.89	0.09	6.23	0.11	-0.93	0.15
247.834083333	24.5002777778	0.295	0.027	0.285	0.021	-0.07	0.28
247.877583333	24.5643333333	0.74	0.033	0.503	0.037	-0.78	0.22
247.879541667	24.4554444444	4.3	0.13	3.46	0.11	-0.44	0.17
247.918708333	24.8763055556	0.768	0.037	0.467	0.042	-1.01	0.25
247.966375	24.9381666667	2.87	0.13	4.43	0.31	0.88	0.22
247.967083333	24.9376944444	0.363	0.037	1.26	0.09	2.52	0.29
247.968083333	25.5290833333	0.15	0.019	0.112	0.022	-0.59	0.49
247.977041667	24.8714166667	0.646	0.017	0.353	0.027	-1.22	0.22
247.997333333	24.9443611111	2.19	0.04	1.56	0.07	-0.69	0.17
247.997958333	25.4885277778	0.328	0.021	0.252	0.017	-0.53	0.24
248.004041667	24.9453611111	0.719	0.037	0.794	0.027	0.2	0.19
248.009958333	24.9527777778	0.286	0.04	0.215	0.039	-0.58	0.48
248.033541667	25.5045277778	6.08	0.08	4.11	0.09	-0.79	0.15
248.0425	24.9385833333	0.312	0.041	0.204	0.013	-0.86	0.33
248.044875	24.641	0.533	0.033	0.361	0.027	-0.79	0.24
248.046166667	24.6141944444	0.769	0.027	0.662	0.082	-0.3	0.3
248.049125	24.6727222222	1.5	0.03	1.32	0.05	-0.27	0.16
248.114208333	24.6642777778	0.682	0.025	0.445	0.021	-0.86	0.19
248.129875	24.6707222222	0.51	0.027	0.416	0.025	-0.41	0.22
248.587916667	23.9403055556	0.18	0.02	0.148	0.016	-0.4	0.34
248.650041667	23.9373611111	0.857	0.056	0.472	0.077	-1.21	0.38
248.655416667	23.9961666667	0.588	0.034	0.737	0.056	0.46	0.24
249.065791667	24.3666111111	0.261	0.036	0.212	0.014	-0.42	0.34
249.072916667	24.4320555556	2.06	0.07	1.47	0.17	-0.68	0.28
249.112208333	24.3549444444	0.176	0.02	0.2	0.031	0.26	0.41
249.956416667	23.9941666667	0.262	0.041	0.19	0.027	-0.65	0.45
250.008583333	24.0269444444	0.396	0.026	0.215	0.024	-1.23	0.3
